id_fundo,fundo,cnpj,ticker,data_informacao,total_cotistas,patrimonio_liquido,data_pregao,preco_fechamento,volume_negociado
195,FUNDO DE INVEST IMOB - OURINVEST FUNDO DE FUNDOS,30791386000168,OUFF11,2023-03-31,8168.0,127816812.93,2023-04-27,60.19,926.0
196,HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB,31894369000119,RBCO12,2023-03-01,7715.0,339923926.49,,,
197,FUNDO DE INVESTIMENTO IMOBILIARIO VBI CRI,28729197000113,CVBI11B,2023-03-01,73515.0,1045066409.08,,,
198,BRLPROP FII,29800650000101,BPRP11,2023-03-31,176.0,147316448.68,2023-04-27,91.11,0.0
199,CSHG IMOBILIARIO FOF - FUNDO DE INVESTIMENTO IMO - FII,32784898000122,HGFF11,2023-03-01,10249.0,238937080.44,2023-04-27,73.28,21378.0
200,HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,32892018000131,HSML11,2023-03-31,150576.0,1511783606.51,2023-04-27,84.68,26421.0
201,HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO,16929519000199,HRDF11,2023-03-01,1254.0,8588308.07,2023-04-27,0.89,3951.0
202,HABITAT II - FUNDO DE INVESTIMENTO IMOBI,30578417000105,HABT11,2023-03-31,70409.0,804850566.67,2023-04-27,84.59,28351.0
203,DEL MONTE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,28108193000118,DLMT11,2023-03-31,9.0,8737604.36,,,
204,XP CREDITO IMOBILIÁRIO FII,28516301000191,XPCI11,2023-03-01,72515.0,791742254.24,2023-04-27,79.06,30210.0
205,FII FOF INTEGRAL BREI,33721517000129,IBFF11,2022-08-31,3870.0,9855905.16,2023-04-27,66.4,0.0
206,VINCI INSTRUMENTOS FINANCEIROS FII,31547855000160,VIFI11,2023-03-01,6750.0,68278638.09,2023-04-27,6.81,5993.0
207,FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FII,33884145000151,FLCR12,2023-03-01,2664.0,61970566.97,,,
208,TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,26681370000125,SDIP11,2023-03-01,10160.0,403309943.63,2023-04-27,88.0,0.0
209,MAUA CAPITAL RE FII,23648935000184,MCCI11,2023-03-31,110782.0,1573775211.06,2023-04-27,83.8,43283.0
210,NEWPORT LOGISTICA FII,32527626000147,NEWL13,2023-03-01,3519.0,244831766.72,,,
211,PLURAL RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,32527683000126,PLCR11,2023-03-31,14047.0,193366697.49,2023-04-27,82.32,5593.0
212,V2 PROPERTIES FII,33045581000137,VVPR11,2022-08-31,1372.0,226032234.18,2023-04-19,101.5,0.0
213,VECTIS JUROS REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO – FII,32400250000105,VCJR11,2023-03-01,15140.0,1403427545.21,2023-04-27,86.02,17730.0
214,TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,28548288000152,TRXF11,2023-03-01,89314.0,1240433505.05,2023-04-27,103.42,74831.0
215,CARTESIA RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBI,32065364000146,SNCR11,2023-03-01,9279.0,189161169.77,2023-04-27,97.8,0.0
216,PLUS FII,15098422000119,VTPL11,2023-03-31,53.0,107100955.46,,,
217,FII RBR DESENV,26314437000193,RBRM11,2023-03-31,54.0,25316972.31,2023-04-27,160000.0,0.0
218,FII ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS,32006821000121,ARRI11,2023-03-01,22862.0,116056909.5,2023-04-27,8.23,20412.0
219,INTER TÍTULOS IMOBILIÁRIOS FII,34007109000172,BICR11,2023-03-31,540.0,49728037.35,2023-04-27,98.53,0.0
220,LOGCP INTER FII,34598181000111,LGCP11,2023-03-31,14762.0,280890961.7,2023-04-27,74.5,1645.0
221,LUGGO FUNDO DE INVESTIMENTO IMOBILIARIO,34835191000123,LUGG11,2023-03-31,4264.0,133083986.18,2023-04-27,72.99,228.0
222,VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,12516185000170,VINO11,2023-03-01,122986.0,902026395.5,2023-04-27,42.7,14063.0
223,XP PROP. FUNDO DE INVESTIMENTO IMOBILIAR,30654849000140,XPPR11,2023-03-31,65320.0,507825213.5,2023-04-27,23.2,10010.0
224,XP SELECTION FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,30983020000190,XPSF11,2023-03-01,39351.0,343816972.75,2023-04-27,7.03,68320.0
225,FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH,24703709000111,01J911,2023-03-31,7.0,4258656.41,,,
226,HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,27486542000172,HLOG11,2023-03-01,4123.0,491405746.57,2023-04-27,81.25,1159.0
227,SANTANDER RENDA DE ALUGUEIS FII,32903702000171,SARE11,2023-03-31,37996.0,862909815.93,2023-04-27,56.17,60233.0
228,RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FII,30647758000187,RBIV11,2023-03-01,7776.0,160467123.94,2023-04-27,83.7,0.0
229,HEDGE SHOPPING PARQUE DOM PEDRO FII,35586415000173,HPDP11,2023-03-01,390.0,259653820.59,2023-04-27,68.02,229.0
230,MB BI FUNDO DE INVESTIMENTO IMOBILIÁRIO,32177294000118,MBBI11,2023-03-01,1.0,34394476.25,,,
231,MORE FOF FII,34197727000122,MORE11,2023-03-31,17066.0,181334114.85,2023-04-27,60.53,4434.0
232,FII MULTI RENDA URBANA,30871698000181,HBRH11,2023-03-01,1170.0,311169178.84,2023-04-27,92.9,177.0
233,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB CAPITAL I FOF,34027774000128,RFOF11,2023-03-01,5139.0,81599908.81,2023-04-27,69.5,1466.0
234,BRESCO LOGISTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,20748515000181,BRCO11,2023-03-01,112035.0,1792870468.36,2023-04-27,102.1,30955.0
235,FUNDO DE INVESTIMENTO IMOBILIARIO VOTORANTIM SECURITIES,10347505000180,VSEC11,2023-03-01,65.0,2543362.35,2023-04-27,3.49,0.0
236,MÉRITO FUNDOS E AÇÕES IMOBILIÁRIAS FII,32397369000176,MFAI11,2023-03-01,3356.0,20491291.24,2023-04-27,56.98,295.0
237,URCA PRIME RENDA FI IMOBILIÁRIO,34508872000187,URPR11,2023-03-31,92714.0,1172646917.37,2023-04-27,91.0,17457.0
238,GENERAL SHOPPING E OUTLETS DO BRASIL FII,11769604000113,GSFI11,2023-03-31,6891.0,1062133568.44,2023-04-27,5.5,2303.0
239,FUNDO DE INVESTIMENTO IMOBILIÁRIO CDURP,30492505000181,CDUP11,2023-03-01,1.0,163234222.05,,,
240,FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I,30567216000102,FATN11,2023-03-01,1187.0,120592346.72,2023-04-27,93.7,312.0
241,RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,35705463000133,RBRL11,2023-03-01,10720.0,709028795.2,2023-04-27,73.21,10052.0
242,QUASAR AGRO FII,32754734000152,QAGR11,2023-03-31,23900.0,281449547.2,2023-04-27,42.81,2841.0
243,TORDESILHAS EI FII,30230870000118,TORD11,2023-03-31,107077.0,487032696.9,2023-04-27,3.5,43753.0
244,VBI REITS FOF - FUNDO DE INVESTIMENTO IMOBILIARIO,35507457000171,RVBI11,2023-03-01,12157.0,116824281.99,2023-04-27,73.8,1844.0
245,FII LEGATUS SHOPPINGS,30248158000146,LASC11,2023-03-31,349.0,300047009.86,2023-04-27,100.69,4.0
246,CAPITANIA FOF FII,34081611000123,CPFF11,2023-03-31,11001.0,194076031.91,2023-04-27,60.39,3640.0
247,MOGNO HOTEIS FII,34197776000165,MGHT11,2023-03-31,3188.0,112435823.6,2023-04-27,59.11,1689.0
248,VALORA CRI  FII,34197811000146,VGIP11,2023-03-31,85389.0,1081637726.26,2023-04-27,80.9,28423.0
249,BLUECAP LOG FII,35652060000173,BLCP11,2022-09-30,279.0,256580339.9,2023-04-27,91.0,0.0
250,RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF FII,35689670000141,RCFF11,2023-03-01,86.0,28999283.41,2023-04-27,110.0,0.0
251,ALIANZA MULTI FII,34847063000108,AFOF11,2023-03-31,3684.0,62001366.43,2023-04-27,91.6,0.0
252,GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,30982974000189,VXXV11,2023-03-31,20.0,267977094.55,2023-04-27,1001.0,5990.0
253,PROLOGIS BRAZIL LOGISTICS VENTURE FII,31962875000106,PBLV11,2023-03-01,2.0,5733292191.41,,,
254,TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,36368925000137,TRXB13,2023-03-01,195.0,329338046.8,,,
255,FUNDO IMOBILIÁRIO SUCCESPAR,27538422000171,SPVJ11,2023-03-31,27.0,734170275.46,,,
256,PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,12978943000172,PQAG11,2023-03-01,464.0,801708780.78,2023-04-27,50.0,0.0
257,FII GALAPAGOS FOF,35652154000142,GCFF11,2023-03-31,1877.0,25877625.78,2023-04-27,66.2,1797.0
258,QUATÁ IMOB RECEBÍVEIS IMOBILIÁRIOS - FII,34736432000187,QIRI11,2022-09-01,173.0,13441852.95,2023-04-27,78.04,0.0
259,PÁTRIA LOGÍSTICA FII,35754164000199,PATL11,2023-03-31,24022.0,489090068.08,2023-04-27,65.0,8531.0
260,FUNDO DE INVESTIMENTO IMOBILIARIO VOTORANTIM SECURITIES III,14422044000114,VTRT11,2021-03-01,499.0,1030654046.2,,,
261,RB CAPITAL LOG FII,35652227000104,RBLG11,2023-03-31,187.0,62169655.74,2023-04-27,92.0,0.0
262,VBI PRIME FII,35652102000176,PVBI11,2023-03-31,97542.0,1240903544.55,2023-04-27,94.99,25706.0
263,FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI,34081631000102,HOSI11,2023-03-31,1742.0,53375817.11,2023-04-27,57.99,178.0
264,HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,35360687000150,HSAF11,2023-03-01,8578.0,229952016.9,2023-04-27,78.55,7929.0
265,LOFT II FUNDO DE INVESTIMENTO IMOBIL,24796967000190,LFTT11,2023-03-31,425.0,258280634.49,2023-04-27,65.75,257.0
266,DEVANT RECEBÍVEIS IMOBILIÁRIOS FII,37087810000137,DEVA13,2023-03-31,132405.0,1384543208.72,,,
267,BRL PROP II FII,35652278000128,BRLA11,2023-03-31,137.0,485889572.27,2023-04-27,157.0,0.0
268,AUTONOMY EDIFÍCIOS CORPORATIVOS FII,35765826000126,AIEC11,2023-03-31,12545.0,454733464.25,2023-04-27,60.39,2466.0
269,INTER TEVA ÍNDICE DE TIJOLO FII,36293425000183,IFIE11,2023-03-31,8761.0,66760370.65,2023-04-27,71.98,0.0
270,FUNDO DE INVESTIMENTO IMOBILIÁRIO GUARDIAN LOGÍSTICA,37295919000160,GALG11,2023-03-01,30801.0,532022907.26,2023-04-27,8.44,79618.0
271,HEDGE RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOB,35507262000121,HREC11,2023-03-01,1103.0,464727458.63,2023-04-27,75.8,1731.0
272,VBI CONSUMO ESSENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,34691520000100,EVBI11,2023-03-01,1073.0,189048217.78,2023-04-27,93.9,30.0
273,MOGNO CRI MULT FII,35652204000191,MGCR11,2023-03-31,4094.0,127958194.47,2023-04-27,77.94,1627.0
274,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX,36501128000186,RZTR11,2023-03-31,85238.0,1056219506.67,2023-04-27,83.0,27814.0
275,IMMOB II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,32655589000152,IMMO13,2023-03-31,1.0,8107952.23,,,
276,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO – FII,35864448000138,KNSC11,2023-03-01,89943.0,1176599335.95,2023-04-27,85.78,43106.0
277,FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA,37112770000136,RELG11,2023-03-01,7506.0,162819580.31,2023-04-27,47.35,4453.0
278,BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO,34081637000171,BLMG11,2023-03-31,12481.0,352908327.64,2023-04-27,62.45,5510.0
279,KILIMA FUNDO DE INVEST EM COTAS DE FUNDOS IMOB SUNO 30,36669660000107,KISU13,2023-03-01,118401.0,361213696.28,,,
280,RB CAPITAL RECEBÍVEIS IMOBILIÁRIOS FII,35689733000160,RRCI11,2023-03-01,2329.0,44086151.25,2023-04-27,79.08,578.0
281,HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,32903621000171,HSLG11,2023-03-01,25101.0,1322434765.5,2023-04-27,82.0,9226.0
282,HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO,27445482000140,HAAA11,2023-03-01,221.0,306561925.2,2023-04-27,62.0,10.0
283,KINEA CO-INVESTIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO,30816679000152,003H11,2023-03-01,3.0,112464880.45,,,
284,HGI CRÉDITOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,38456508000171,HGIC13,2023-03-31,395.0,54860122.59,,,
285,RIO BRAVO RENDA RESIDENCIAL FII,36517660000191,RBRS11,2023-03-01,1227.0,163354593.82,2023-04-27,50.99,348.0
286,ESTOQUE RESIDENCIAL E COMERCIAL RIO DE JANEIRO FII,37266902000184,ERCR11,2023-03-01,10.0,149844751.72,2023-04-27,76000.0,0.0
287,BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,37180091000102,BBFO11,2023-03-01,5350.0,301826276.48,2023-04-27,64.35,1656.0
288,TREECORP REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - I,26990011000150,TCPF11,2023-03-01,51.0,38374404.17,,,
289,BTGP SHOPPINGS FII,33046142000149,BPML11,2023-03-31,1574.0,530055773.93,2023-04-27,56.43,4223.0
290,FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII,14088246000171,RWYM11,2023-03-31,1.0,96739053.11,,,
291,SHOPP GUARULHOS FII,21500500000162,IRBL11,2023-03-31,1.0,320852922.52,,,
292,JBFO FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,36615915000159,JBFO13,2023-03-31,363.0,98878264.67,,,
293,FUNDO DE INVESTIMENTO IMOBILIÁRIO DO ESTADO DE SÃO PAULO,13598226000188,FISP11,2023-03-31,1.0,88079905.06,,,
294,RIZA AKIN FII,36642219000131,RZAK11,2023-03-31,44967.0,819610036.73,2023-04-27,86.78,49308.0
295,RIO BRAVO CRÉDITO IMOB HIGH YIELD FUNDO DE INV. IMOB. - FII,37899479000150,RBHY11,2023-03-01,3735.0,179584127.52,2023-04-27,92.0,2221.0
296,HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,08098114000128,HSRE11,2023-03-01,189.0,820516434.64,2023-04-27,103.0,10.0
297,SOLARIUM FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO,22169671000113,SOLR11,2023-03-31,52.0,57789342.48,2023-04-27,1011.0,0.0
298,GALAPAGOS CRI FII,38293897000161,GCRI11,2023-03-31,3813.0,113232070.49,2023-04-27,89.0,840.0
299,JFL LIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO,36501181000187,JFLL11,2023-03-01,4035.0,151873022.0,2023-04-27,64.9,85.0
300,FUNDO DE INVESTIMENTO IMOBILIARIO HBC RENDA URBANA,36501159000137,HBCR11,2023-03-01,46.0,116514949.31,2023-04-27,113.01,54600.0
301,BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,36368869000130,BLMR11,2023-03-01,18383.0,186145692.53,2023-04-27,6.38,85821.0
302,VERSALHES RECEBÍVEIS IMOBILIÁRIOS FII,36244015000142,VSLH13,2023-03-31,95041.0,306068442.74,,,
303,SEQUÓIA III RENDA IMOBILIÁRIA FII,09517273000182,SEQR11,2023-03-31,4927.0,150226262.31,2023-04-27,60.0,1269.0
304,BLUEMACAW FII,38294221000192,BLMC11,2023-03-31,421.0,38761767.73,2023-04-27,71.02,39.0
305,FII RBR SPEC OPPORT,35652174000113,,2023-03-31,3.0,35308174.66,,,
306,BTGP AGRO LOG FII,36642244000115,BTAL11,2023-03-31,43445.0,629053590.88,2023-04-27,86.49,7088.0
307,INTER TEVA ÍNDICE DE PAPEL FII,36312772000106,IFID11,2023-03-31,2506.0,55863287.95,2023-04-27,80.06,0.0
308,PLURAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,36501198000134,PLOG11,2023-03-01,3282.0,79659717.94,2023-04-27,70.33,189.0
309,VALORA HEDGE,36771692000119,VGHF11,2023-03-31,244537.0,666911754.82,2023-04-27,8.85,219379.0
310,LESTE RIVA EQUITY PREFERENCIAL I FII,31847293000170,LSPA11,2023-03-31,223.0,46224182.91,2023-04-27,107.33,0.0
311,TJK RENDA IMOBILIÁRIAQ FII,39714024000148,TJKB11,2023-03-01,56.0,202200760.59,2023-04-27,262.5,9.0
312,FII EXCLUSIVO INFRA PATRIMONIAL II,18730914000173,082S11,2023-03-31,1.0,41377336.68,,,
313,FII CAIXA IMÓVEIS CORPORATIVOS,38658984000175,CXCO11,2023-03-31,13297.0,390218232.54,2023-04-27,68.79,3434.0
314,QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO,32400264000129,QAMI11,2023-03-31,1446.0,74343471.73,2023-04-27,74.0,23.0
315,YUCA FUNDO DE INVESTIMENTO IMOBILIÁRIO,36445551000106,YUFI11B,2023-03-01,45.0,48747793.44,,,
316,FII HECTARE RECEBÍVEIS HIGH GRADE,34508959000154,HCHG11,2023-03-31,674.0,120662750.69,2023-04-27,81.0,1647.0
317,NAVI TOTAL RE FII,35652252000180,NAVT11,2023-03-31,1946.0,89897485.49,2023-04-27,73.0,1496.0
318,REC FOF FII,36642356000176,RECX11,2023-03-31,671.0,15695166.06,2023-04-27,61.5,185.0
319,ASA METROPOLIS FII,38293921000162,CORM11,2023-03-31,349.0,84574190.37,2023-04-27,81.0,0.0
320,AF INVEST CRI FII,36642293000158,AFHI11,2023-03-31,19089.0,286647451.34,2023-04-27,92.3,5686.0
321,TISHMAN SPEYER RENDA CORPORATIVA FUNDO DE INV IMOBILIÁRIO,34847042000184,TSER11,2023-03-01,26.0,117859724.7,2023-04-27,100.0,0.0
322,PERFORMA REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO,34736510000143,PEMA11,2023-03-01,380.0,42130155.47,2023-04-27,29.47,26.0
323,F.I.I. DEVANT,39863059000149,DVFF12,2023-03-31,679.0,95722303.43,,,
324,SUNO FOF FII,40011225000168,SNFF11,2023-03-31,32530.0,236294873.32,2023-04-27,83.6,2563.0
325,MORE CRI FII,40102474000169,MORC11,2023-03-31,5039.0,146671615.9,2023-04-27,84.97,2707.0
326,RBR CRI - FII,40011268000143,CCRF11,2023-03-31,314.0,152619331.18,2023-04-27,84.98,29.0
327,VECTIS RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,40041723000153,VCRR11,2023-03-01,3167.0,256626446.98,2023-04-27,72.39,1941.0
328,FUNDO DE INVESTIMENTO IMOBILIARIO TC BTOWERS,20132453000189,BTWR11,2023-03-01,61.0,90699239.03,2023-04-27,107.0,0.0
329,VINCI IMOVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIARIO,36445587000190,VIUR11,2023-03-01,14999.0,246170038.89,2023-04-27,7.2,56534.0
330,JFDCAM – FUNDO DE INVESTIMENTO IMOBILIÁRIO – FII,15489509000117,VJFD11,2023-03-31,97.0,664927608.09,,,
331,SUNO LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,40041711000129,MGLG11,2023-03-01,3712.0,116088485.68,2023-04-27,40.99,0.0
332,FII RENDA CORPORATIVA ANGICO,14413342000148,ANGC11,2023-03-01,3.0,372137338.07,,,
333,CRI BREI FII,40011251000196,IBCR11,2023-03-31,4103.0,89062682.2,2023-04-27,70.9,704.0
334,CF2 FUNDO DE INVESTIMENTO IMOBILIÁRIO,34508923000170,CFHI11,2023-03-31,54.0,65612988.07,,,
335,IMMOB V DESENVOLVIMENTO FII,38376805000107,IMMV11,2023-03-31,1.0,11536452.11,,,
336,MAUÁ HIGH YIELD FII,36655973000106,MCHY11,2023-03-31,688.0,362465331.9,2023-04-27,105.93,415.0
337,TERRAS AGRICOLAS FII,41076607000132,BTRA13,2023-03-31,20743.0,395035705.62,,,
338,CYRELA CRÉDITO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,36501233000115,CYCR11,2023-03-31,7237.0,156844423.77,2023-04-27,8.27,44967.0
339,MAUÁ CAPITAL HED FII,36642139000186,MCHF11,2023-03-31,59304.0,298371796.51,2023-04-27,8.07,118778.0
340,SUNO CRI FII,41076710000182,SNCI13,2023-03-31,44275.0,411269474.2,,,
341,IMMOB IV - BRAGANÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO,34693040000188,IMIV11,2023-03-31,1.0,28370846.71,,,
342,SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,16543270000189,FISD11,2023-03-01,24.0,79936501.71,,,
343,IRIDIUM CRI FII,41076564000195,IRIM11,2023-03-31,2861.0,182196298.1,2023-04-27,86.4,70.0
344,MORE GESTAOATIVA FII,41076678000135,MATV13,2023-03-31,310.0,38492822.7,,,
345,EQI CRI FII,41076380000125,EQIR13,2023-03-31,3269.0,49573574.34,,,
346,LAGO DA PEDRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,37262752000130,LPLP11,2023-03-01,4.0,122511687.99,,,
348,GALAPAGOS RECEBIVEIS DO AGRONEGOCIO - FIAGRO - IMOBILIARIO,37037297000170,GCRA11,2023-03-31,6231.0,171819082.22,2023-04-27,91.23,1516.0
349,BLUEMACAW CATUAI FII,41076748000155,BLCA13,2023-03-31,154.0,223249725.91,,,
350,GAME11 FII,41269052000145,GAME13,2023-03-31,19820.0,216244512.99,,,
351,GTIS BRAZIL LOGISTICS FUNDO DE INVESTIMENTO IMOBILIARIO,36200677000110,GTLG13,2023-03-01,151.0,664883013.92,,,
352,SIG CAP REC PUL FII,40011324000140,SIGR14,2023-03-31,52.0,38535527.61,,,
353,EXES CRI FII,41076851000103,EXES13,2023-03-31,61.0,26870103.06,,,
354,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FII - FII,19249989000108,RSPD11,2023-03-01,105.0,164573692.77,2023-04-27,1125.0,0.0
355,FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS,32774914000104,IDFI11,2023-03-01,231.0,101079952.07,2023-04-27,48.74,73.0
356,GENIAL RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO,36501210000100,PURB13,2023-03-31,17.0,123547852.09,,,
357,RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,29299737000139,RBTS11,2023-03-01,57.0,50281635.61,2023-04-27,1121.0,0.0
358,BRIO MULTIESTRATEGIA - FUNDO DE INVESTIMENTO IMOBILIARIO,41081356000184,BIME13,2023-03-01,7061.0,52316278.56,,,
359,BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,39332032000120,BICE11,2023-03-01,109.0,69361117.11,2023-04-27,998.0,0.0
360,BRIO REAL ESTATE II,23964843000103,BRIM11,2023-03-01,219.0,140013590.13,2023-04-19,1030.22,0.0
361,XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD,41269527000101,XPCA11,2023-03-01,45012.0,298179473.03,2023-04-27,9.91,210354.0
362,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,41745701000137,KNCA11,2023-03-01,28926.0,1439187178.92,2023-04-27,105.09,23019.0
363,FIAGRO IMOBILIÁRIO RIZA,40413979000144,RZAG11,2023-03-31,44690.0,651647786.34,2023-04-27,8.85,375054.0
364,CSHG RESIDENCIAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,41922239000104,HGRS11,2023-03-01,6.0,150566061.91,,,
365,JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,42085661000107,JSAF11,2023-03-31,4275.0,141976545.29,2023-04-27,85.93,2080.0
366,RBR PLUS MULTI FII,41088458000121,RBRPLUS,2023-03-31,4033.0,177742480.48,,,
367,BTSP I FUNDO DE INVESTIMENTO IMOBILIARIO,36098375000183,BTSG11,2023-03-31,56.0,106708130.99,2023-04-27,101.0,0.0
368,FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS II,44177538000141,IDGR14,2023-03-01,6.0,27306896.67,,,
369,KILIMA VOLKANO RECEBIVEIS IMOBILIARIOS FII,42273325000198,KIVO15,2023-03-01,1518.0,117351629.36,,,
370,HEDGE SEED FUNDO DE INVESTIMENTO IMOBILIARIO,35689497000181,SEED11,2023-03-01,121.0,134033601.9,2023-04-27,94.0,500.0
371,JGP CRÉD. FIAGRO,42888292000190,JGPX11,2023-03-31,3755.0,81714374.15,2023-04-27,96.09,1208.0
372,EVEN II KINEA FUNDO DE INVESTIMENTO IMOBILIÁRIO,32317313000164,KEVE11,2023-03-01,433.0,138839057.89,2023-04-27,999.98,26.0
373,NAVI RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,42432327000182,APTO11,2023-03-01,6480.0,40106240.92,2023-04-27,8.5,3402.0
374,FII SERRA VERDE,38082796000141,SRVD11,2023-03-31,97.0,71115145.73,2023-04-27,7.07,0.0
375,MOGNO RE FII,36642099000172,MGIM11,2022-02-25,75.0,24337124.08,2023-04-27,101.5,0.0
376,IMMOB III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,34691925000148,FMOB11,2023-03-31,1.0,264550302.38,,,
377,VALORA CRA FIAGRO,41081088000109,VGIA11,2023-03-31,71821.0,822255214.43,2023-04-27,9.35,500265.0
378,NCH CRA FIAGRO,42537438000153,EQIA11,2023-03-31,3570.0,43158361.17,2023-04-27,93.98,0.0
379,RBR DESENV III  FII,32441656000136,RBRI11,2023-03-31,85.0,163119839.89,2023-04-27,995.0,0.0
380,MAUA MPD FII,41080968000152,MMPD14,2023-03-31,48.0,57619911.92,,,
381,BB FUNDO DE INVESTIMENTO DE CRÉDITO FIAGRO-IMOBILIÁRIO,42592257000120,BBGO11,2023-03-01,7227.0,393431665.56,2023-04-27,79.5,1209.0
382,BLUEMACAW OFFICE FUND II FII,34895894000147,BLMO11,2023-03-01,93.0,127290899.82,2023-04-27,20999.0,0.0
383,LAVOURA FUNDO DE INVESTIMENTO IMOBILIÁRIO,37467733000140,LAVF11,2023-03-01,7.0,116243.8,,,
384,FG AGRO FI NAS CADEIAS PROD AGROIND FIAGRO IMOBILIARIO,42405905000191,FGAA11,2023-03-01,25482.0,327298660.52,2023-04-27,9.58,87404.0
385,ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,35820768000196,ZIFI11,2023-03-31,66.0,57170510.11,2023-04-27,1040.0,0.0
386,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGENCIAS,40189596000134,CXAG11,2023-03-01,11434.0,240052379.07,2023-04-27,76.95,2037.0
