id_fundo_imobiliario,cnpj,fundo,ticker,visivel,data_informacao,total_cotistas,valor_patrimonio_liquido,dividend_yield_mes,rent_efetiva_mensal,ano_mes_x,data_ultimo_preco,preco_fechamento,volume_negociado,ano_mes_y
74,11260134000168,CSHG PRIME OFFICES FUNDO DE INVEST IMOBILIÁRIO FII,HGJH11,True,2023-03-01,10046.0,524636581.29,0.005346,0.005227,2023-03-01,,,,
870,44625562000104,FUNDO DE INVESTIMENTO IMOBILIARIO TG REAL ESTATE,,,2023-03-01,9788.0,573950161.3,0.011973,0.011845,2023-03-01,,,,
77,09006914000134,FUNDO RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,RBRD11,True,2023-03-31,9497.0,122197478.5,0.00287,0.008696,2023-03-01,2023-04-27,33.5,1238.0,2023-04-01
194,32903521000145,SANTANDER PAPÉIS IMOBILIARIO CDI FUNDO DE INVESTIMENTO IMOB.,SADI11,True,2023-03-31,9409.0,310222937.97,0.010538,0.008515,2023-03-01,2023-04-27,81.99,2332.0,2023-04-01
999,43741195000133,MAUÁ CAPITAL CRÉDITO ESTRUTURADO FII,,,2023-03-01,9332.0,464945791.69,0.0,0.004204,2023-03-01,,,,
82,12681340000104,BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO – FII,BBRC11,True,2023-03-31,9286.0,171731700.66,,0.002478,2023-03-01,2023-04-27,93.22,1083.0,2023-04-01
215,32065364000146,CARTESIA RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBI,AFCR11,True,2023-03-01,9279.0,189161169.77,0.006839,0.005919,2023-03-01,2023-04-19,103.15,0.0,2023-04-01
14,17365105000147,FII TB OFFICE,TBOF11,True,2022-05-31,9180.0,2097587.74,,,2022-05-01,2023-04-19,101.5,0.0,2023-04-01
933,43008233000143,FII BTG INCORPORAÇÃO,0D7011,True,2023-03-31,8947.0,384099058.17,0.013558,0.014759,2023-03-01,,,,
269,36293425000183,INTER TEVA ÍNDICE DE TIJOLO FII,IFIE11,True,2023-03-31,8761.0,66760370.65,0.00777784,0.00196649,2023-03-01,2023-04-27,71.98,0.0,2023-04-01
264,35360687000150,HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,HSAF11,True,2023-03-01,8578.0,229952016.9,0.010453,0.01197,2023-03-01,2023-04-27,78.55,7929.0,2023-04-01
975,44625826000111,AZ QUEST SOLE FIAGRO - IMOBILIÁRIO,AAZQ11,True,2023-03-01,8227.0,231072808.46,0.015604,0.015638,2023-03-01,2023-04-27,9.59,150845.0,2023-04-01
195,30791386000168,FUNDO DE INVEST IMOB - OURINVEST FUNDO DE FUNDOS,OUFF11,True,2023-03-31,8168.0,127816812.93,0.0,-0.030181,2023-03-01,2023-04-27,60.19,926.0,2023-04-01
114,07000400000146,BB PROGRESSIVO FII,BBFI11,True,2023-03-31,8144.0,282406308.19,0.013027,0.013551,2023-03-01,,,,
192,30982880000100,JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII,JPPA11,True,2023-03-01,8059.0,88967458.82,0.014348,0.019968,2023-03-01,2023-04-27,94.07,2478.0,2023-04-01
183,30048651000112,PATRIA EDIFICIOS CORPORATIVOS FII,PATC11,True,2023-03-31,8002.0,264081721.72,0.00288827,-0.00011388,2023-03-01,2023-04-27,67.5,1798.0,2023-04-01
57,08696175000197,RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FIIP11,True,2023-03-01,7941.0,172954872.36,0.007243,0.007903,2023-03-01,,,,
228,30647758000187,RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FII,RBHG11,True,2023-03-01,7776.0,160467123.94,0.011345,0.014929,2023-03-01,2023-04-27,81.99,4071.0,2023-04-01
196,31894369000119,HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB,HOFC11,True,2023-03-01,7715.0,339923926.49,0.002219,0.000391,2023-03-01,2023-04-27,25.0,1564.0,2023-04-01
277,37112770000136,FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA,RELG11,True,2023-03-01,7506.0,162819580.31,0.0,0.002729,2023-03-01,2023-04-27,47.35,4453.0,2023-04-01
406,41081374000166,VINCI CREDIT SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO,VCRI11,True,2023-03-01,7313.0,169361599.69,0.011588,0.015411,2023-03-01,2023-04-27,7.72,99542.0,2023-04-01
338,36501233000115,CYRELA CRÉDITO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,CYCR11,True,2023-03-31,7237.0,156844423.77,0.010417,0.011773,2023-03-01,2023-04-27,8.27,44967.0,2023-04-01
381,42592257000120,BB FUNDO DE INVESTIMENTO DE CRÉDITO FIAGRO-IMOBILIÁRIO,BBGO11,True,2023-03-01,7227.0,393431665.56,0.012278,0.017346,2023-03-01,2023-04-27,79.5,1209.0,2023-04-01
358,41081356000184,BRIO MULTIESTRATEGIA - FUNDO DE INVESTIMENTO IMOBILIARIO,BIME11,True,2023-03-01,7061.0,52316278.56,0.010088,0.013215,2023-03-01,2023-04-27,6.82,13522.0,2023-04-01
238,11769604000113,GENERAL SHOPPING E OUTLETS DO BRASIL FII,GSFI11,True,2023-03-31,6891.0,1062133568.44,0.0,-0.001187,2023-03-01,2023-04-27,5.5,2303.0,2023-04-01
206,31547855000160,VINCI INSTRUMENTOS FINANCEIROS FII,VIFI11,True,2023-03-01,6750.0,68278638.09,0.007625,-0.00221,2023-03-01,2023-04-27,6.81,5993.0,2023-04-01
37,08014513000163,HNS LOURDES FII,NSLU11,True,2023-03-31,6572.0,257596725.95,0.008171,0.008566,2023-03-01,2023-04-27,165.6,3151.0,2023-04-01
373,42432327000182,NAVI RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,APTO11,True,2023-03-01,6480.0,40106240.92,0.010032,0.012273,2023-03-01,2023-04-27,8.5,3402.0,2023-04-01
387,42502802000140,KINEA CREDITAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,KCRE11,True,2023-03-01,6238.0,357420822.53,0.013796,0.028418,2023-03-01,2023-04-27,93.65,2683.0,2023-04-01
146,27368600000163,FUNDO DE INVESTIMENTO IMOBILIARIO VOTORANTIM LOGÍSTICA,VTLT11,True,2023-03-31,6235.0,213498044.14,0.008722,0.009237,2023-03-01,2023-04-27,92.5,336.0,2023-04-01
348,37037297000170,GALAPAGOS RECEBIVEIS DO AGRONEGOCIO - FIAGRO - IMOBILIARIO,GCRA11,True,2023-03-31,6231.0,171819082.22,0.0,0.002812,2023-03-01,2023-04-27,91.23,1516.0,2023-04-01
36,14423780000197,KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,KNRE11,True,2023-03-01,5923.0,13910742.85,0.0,-0.021006,2023-03-01,2023-04-27,0.65,3227.0,2023-04-01
148,28516650000103,FUNDO DE INVEST IMOB - OURINVEST RENDA ESTRUTURADA,OUCY11,True,2023-03-31,5834.0,97576087.71,0.0,0.001896,2023-03-01,2023-04-27,88.5,0.0,2023-04-01
18,15333306000137,GALERIA FII,EDGA11,True,2023-03-31,5796.0,233527084.43,0.000899,0.000794,2023-03-01,2023-04-27,18.77,3122.0,2023-04-01
408,41218352000103,OURINVEST INNOVATION FIAGRO IMOBILIARIO,OIAG11,True,2023-03-31,5687.0,88385713.15,0.0,-9.7e-05,2023-03-01,2023-04-27,9.56,42949.0,2023-04-01
391,42066916000194,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CARTEIRA IMOBILIÁRIA,CXCI11,True,2023-03-01,5460.0,181772975.15,0.0,-0.022747,2023-03-01,2023-04-27,74.01,8593.0,2023-04-01
287,37180091000102,BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,BBFO11,True,2023-03-01,5350.0,301826276.48,0.008854,-0.023886,2023-03-01,2023-04-27,64.35,1656.0,2023-04-01
392,41256643000188,WHG REAL ESTATE FII FII,WHGR11,True,2023-03-01,5199.0,250494033.03,0.010013,0.009754,2023-03-01,2023-04-27,8.28,57105.0,2023-04-01
101,01657856000105,SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,SCPF11,True,2023-03-01,5159.0,49228205.74,0.002915,0.002315,2023-03-01,2023-04-27,5.0,478.0,2023-04-01
233,34027774000128,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB CAPITAL I FOF,RFOF11,True,2023-03-01,5139.0,81599908.81,0.009149,-0.001648,2023-03-01,2023-04-27,69.5,1466.0,2023-04-01
171,13974819000100,FUNDO DE INVEST IMOB - OURINVEST LOGÍSTICA,OULG11,True,2023-03-31,5102.0,166691647.81,0.0,0.000888,2023-03-01,2023-04-27,36.7,847.0,2023-04-01
325,40102474000169,MORE CRI FII,MORC11,True,2023-03-31,5039.0,146671615.9,0.010822,0.004454,2023-03-01,2023-04-27,84.97,2707.0,2023-04-01
303,09517273000182,SEQUÓIA III RENDA IMOBILIÁRIA FII,SEQR11,True,2023-03-31,4927.0,150226262.31,0.00738166,0.00591777,2023-03-01,2023-04-27,60.0,1269.0,2023-04-01
129,15799397000109,CEO CYRELA FII,CEOC11,True,2023-03-31,4840.0,142692486.61,0.008277,0.007394,2023-03-01,2023-04-27,52.9,264.0,2023-04-01
394,42502827000143,VECTIS DATAGRO CRÉD AGRONEGÓCIO FI NAS CADEIAS PROD AGRO IMO,VCRA11,True,2023-03-01,4781.0,471342320.2,0.014633,0.015573,2023-03-01,2023-04-27,100.05,4067.0,2023-04-01
104,11179118000145,ANHANGUERA FII,FAED11,True,2023-03-31,4770.0,139739297.89,0.007455,0.007465,2023-03-01,2023-04-27,141.5,230.0,2023-04-01
1004,42754342000147,KINEA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO,KNHF14,True,2023-03-01,4363.0,282324093.6,0.009388,0.012881,2023-03-01,,,,
365,42085661000107,JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,JSAF11,True,2023-03-31,4275.0,141976545.29,0.010187,-0.001134,2023-03-01,2023-04-27,85.93,2080.0,2023-04-01
105,11274415000170,MAX RETAIL FII,MAXR11,True,2023-03-31,4265.0,139311049.97,0.005869,0.006561,2023-03-01,2023-04-27,63.5,848.0,2023-04-01
221,34835191000123,LUGGO FUNDO DE INVESTIMENTO IMOBILIARIO,LUGG11,True,2023-03-31,4264.0,133083986.18,0.004933272,0.006046401,2023-03-01,2023-04-27,72.99,228.0,2023-04-01
988,43741205000130,JGP CRÉDITO AGRO FIAGRO - IMOBILIÁRIO,,,2023-03-01,4193.0,190993959.66,0.013045,0.008648,2023-03-01,,,,
107,14879856000193,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII SHOPPING JARDIM SUL,JRDM11,True,2023-03-01,4173.0,223323948.83,0.00666,0.005914,2023-03-01,2023-04-27,78.64,19.0,2023-04-01
226,27486542000172,HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,HLOG11,True,2023-03-01,4123.0,491405746.57,0.0056,0.001782,2023-03-01,2023-04-27,81.25,1159.0,2023-04-01
333,40011251000196,CRI BREI FII,IBCR11,True,2023-03-31,4103.0,89062682.2,0.007349,-0.003395,2023-03-01,2023-04-27,70.9,704.0,2023-04-01
273,35652204000191,MOGNO CRI MULT FII,MGCR11,True,2023-03-31,4094.0,127958194.47,0.00943,0.01219,2023-03-01,2023-04-27,77.94,1627.0,2023-04-01
56,15570431000160,BANRISUL NOVAS FRONTEIRAS FII,BNFS11,True,2023-03-01,4053.0,64110281.93,0.015948,0.0164,2023-03-01,2023-04-27,117.49,472.0,2023-04-01
299,36501181000187,JFL LIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO,JFLL11,True,2023-03-01,4035.0,151873022.0,0.006237,0.008236,2023-03-01,2023-04-27,64.9,85.0,2023-04-01
366,41088458000121,RBR PLUS MULTI FII,RBRPLUS,True,2023-03-31,4033.0,177742480.48,0.014716,0.02542,2023-03-01,,,,
19,13022993000144,FII VBL FL 4440,FVBI11,True,2020-10-30,4030.0,75892500.0,0.015888,0.003666,2020-10-01,2023-04-27,94.97,0.0,2023-04-01
116,13811400000129,XP RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,XPGA11,True,2017-04-01,3987.0,103854077.76,0.04045,-0.000996,2017-04-01,,,,
53,10991914000115,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,CXCE11,True,2023-03-01,3974.0,111628383.84,0.006393,-0.000367,2023-03-01,,,,
51,10869155000112,PDPSC FII,PQDP11,True,2023-03-31,3967.0,766649103.56,0.005535,0.005363,2023-03-01,2023-04-27,1708.16,42.0,2023-04-01
48,00332266000131,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,FVPQ11,True,2023-03-01,3962.0,537674165.97,0.004281,0.006631,2023-03-01,2023-04-27,99.74,207.0,2023-04-01
444,17854016000164,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII,FIVN11,True,2023-03-01,3928.0,72302402.2,0.0,-0.00066,2023-03-01,,,,
205,33721517000129,FII FOF INTEGRAL BREI,IBFF11,True,2022-08-31,3870.0,9855905.16,,-0.373983,2022-08-01,2023-04-27,66.4,0.0,2023-04-01
84,16875388000104,CSHG TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIARIO – FII,FOFT11,True,2019-12-01,3846.0,131819480.59,0.018098,0.06793,2019-12-01,2023-04-27,122.9,0.0,2023-04-01
298,38293897000161,GALAPAGOS CRI FII,GCRI11,True,2023-03-31,3813.0,113232070.49,0.012088,0.019578,2023-03-01,2023-04-27,89.0,840.0,2023-04-01
432,15006267000163,V2EDIFICIOS CORP FII,XTED11,True,2023-03-31,3805.0,68692542.44,,-0.002664,2023-03-01,2023-04-27,8.82,0.0,2023-04-01
371,42888292000190,JGP CRÉD. FIAGRO,JGPX11,True,2023-03-31,3755.0,81714374.15,0.014,0.01368026,2023-03-01,2023-04-27,96.09,1208.0,2023-04-01
295,37899479000150,RIO BRAVO CRÉDITO IMOB HIGH YIELD FUNDO DE INV. IMOB. - FII,RBHY11,True,2023-03-01,3735.0,179584127.52,0.012691,0.015739,2023-03-01,2023-04-27,92.0,2221.0,2023-04-01
13,11602654000101,CAMPUS FARIA LIM FII,FCFL11,True,2023-03-31,3712.0,403657389.13,0.007079,0.007373,2023-03-01,2023-04-27,104.5,560.0,2023-04-01
331,40041711000129,SUNO LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,MGLG11,True,2023-03-01,3712.0,116088485.68,0.0,-0.001175,2023-03-01,2023-04-27,40.99,0.0,2023-04-01
251,34847063000108,ALIANZA MULTI FII,09HW11,True,2023-03-31,3684.0,62001366.43,0.008091,-0.005027,2023-03-01,,,,
98,13500306000159,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB OPORTUNIDADES - FII,MBRF11,True,2023-03-01,3635.0,78411551.49,0.010699,0.01089,2023-03-01,2023-04-19,679.0,0.0,2023-04-01
378,42537438000153,NCH CRA FIAGRO,EQIA11,True,2023-03-31,3570.0,43158361.17,0.008543,0.00515,2023-03-01,2023-04-27,93.98,0.0,2023-04-01
66,17144039000185,CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,CBOP11,True,2023-03-01,3538.0,104576322.61,0.001624,0.001898,2023-03-01,2023-04-27,35.8,175.0,2023-04-01
210,32527626000147,NEWPORT LOGISTICA FII,NEWL11,True,2023-03-01,3519.0,244831766.72,0.007698,0.004462,2023-03-01,2023-04-27,100.8,436.0,2023-04-01
93,16915868000151,JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FII,RBBV11,True,2021-06-01,3475.0,126470249.69,0.009088,0.014356,2021-06-01,2023-04-27,100.0,0.0,2023-04-01
906,45338646000111,FII VBI CRÉDITO ALOCAÇÃO ESTRATÉGICA,,,2023-03-01,3394.0,175342685.19,0.01434,0.014098,2023-03-01,,,,
987,43741171000184,SUNO ENERGIAS LIMPAS FII,,,2023-03-01,3363.0,47275802.42,0.0,0.007738,2023-03-01,,,,
236,32397369000176,MÉRITO FUNDOS E AÇÕES IMOBILIÁRIAS FII,MFAI11,True,2023-03-01,3356.0,20491291.24,0.004687,-0.02346,2023-03-01,2023-04-27,56.98,295.0,2023-04-01
308,36501198000134,PLURAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,PLOG11,True,2023-03-01,3282.0,79659717.94,0.006587,0.006062,2023-03-01,2023-04-27,70.33,189.0,2023-04-01
87,20834884000197,CSHG TOP FOFII FUNDO DE INVESTIMENTO IMOBILIARIO – FII,TFOF11,True,2020-06-01,3278.0,103080374.68,0.019977,0.04153,2020-06-01,2023-04-19,138.0,0.0,2023-04-01
345,41076380000125,EQI CRI FII,EQIR11,True,2023-03-31,3269.0,49573574.34,0.00896,0.021064,2023-03-01,2023-04-27,8.5,2105.0,2023-04-01
398,41224330000148,FII ECOAGRO I - FIAGRO,EGAF11,True,2023-03-31,3204.0,109963969.81,0.01226488,0.01535841,2023-03-01,2023-04-27,100.3,8615.0,2023-04-01
247,34197776000165,MOGNO HOTEIS FII,MGHT11,True,2023-03-31,3188.0,112435823.6,0.007059,0.015149,2023-03-01,2023-04-27,59.11,1689.0,2023-04-01
327,40041723000153,VECTIS RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,VCRR11,True,2023-03-01,3167.0,256626446.98,0.005224,0.005669,2023-03-01,2023-04-27,72.39,1941.0,2023-04-01
414,43951911000107,FUNDO DE INVESTIMENTO EXES ARAGUAIA FIAGRO IMOBILIARIO,AGRX11,True,2023-03-01,3148.0,66268568.65,0.0,-0.005594,2023-03-01,2023-04-27,10.55,15072.0,2023-04-01
68,15296696000112,VILA OLIMPIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,VLOL11,True,2023-03-01,3144.0,187599532.5,0.006046,0.048826,2023-03-01,2023-04-27,97.05,0.0,2023-04-01
96,12948291000123,FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,ONEF11,True,2023-03-01,3106.0,183631284.03,0.004863,0.005083,2023-03-01,2023-04-27,178.45,0.0,2023-04-01
41,04066582000160,HOSPITAL CRIANCA FII,HCRI11,True,2023-03-31,3100.0,61624707.7,0.008719,0.009416,2023-03-01,2023-04-27,226.7,454.0,2023-04-01
26,00762723000128,FII CENTRO TEXTIL INTERNACIONAL,CTXT11,True,2023-03-01,3093.0,107074352.63,0.0,-0.00547,2023-03-01,2023-04-27,10.74,145.0,2023-04-01
343,41076564000195,IRIDIUM CRI FII,IRIM11,True,2023-03-31,2861.0,182196298.1,0.010648,-0.013015,2023-03-01,2023-04-27,86.4,70.0,2023-04-01
52,13652006000195,RB GEN SHOPPING SULACAP FUNDO DE INVESTIMENTO IMOB. – FII,RBGS11,True,2021-11-01,2808.0,97865283.71,0.001762,0.001792,2021-11-01,2023-04-19,28.45,0.0,2023-04-01
164,23740595000117,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING,VSHO11,True,2023-03-31,2783.0,210498623.36,0.006879,0.006809,2023-03-01,2023-04-27,64.45,2313.0,2023-04-01
393,42502842000191,RBR PREMIUM RECEBÍVEIS IMOB FUNDO INVESTIMENTO IMOBILIÁRIO,RPRI11,True,2023-03-01,2745.0,227798531.21,0.012353,0.016562,2023-03-01,2023-04-27,94.0,1713.0,2023-04-01
21,05562312000102,ALMIRANTE BARROS FII,,True,2023-03-31,2715.0,311955201.16,,-0.006398,2023-03-01,,,,
39,15769670000144,RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,RBV011,True,2023-03-01,2704.0,8960979.35,0.000582,0.011081,2023-03-01,,,,
207,33884145000151,FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FII,FLCR11,True,2023-03-01,2664.0,61970566.97,0.012216,0.007887,2023-03-01,2023-04-27,94.0,650.0,2023-04-01
72,17143998000186,CSHG GR LOUVEIRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,GRLV11,True,2020-11-01,2604.0,6407890.29,0.385987,0.091563,2020-11-01,2023-04-27,145.5,0.0,2023-04-01
927,46437903000135,FII NAVI HEDGE,IMOV11,True,2023-03-31,2550.0,97502130.03,0.0012,-0.00407606,2023-03-01,,,,
99,03507519000159,FUNDO DE INV. IMOBILIÁRIO SHOPPING PÁTIO HIGIENÓPOLIS,SHPH11,True,2023-03-01,2548.0,545547644.23,0.003798,0.004607,2023-03-01,2023-04-27,620.0,208.0,2023-04-01
307,36312772000106,INTER TEVA ÍNDICE DE PAPEL FII,IFID11,True,2023-03-31,2506.0,55863287.95,0.01117468,-0.0406477,2023-03-01,2023-04-27,80.06,0.0,2023-04-01
20,07122725000100,TORRE ALMIRANTE FII,ALMI11,True,2023-03-31,2490.0,224901265.1,0.001026,0.001885,2023-03-01,,,,
1,05437916000127,FUNDO DE INVESTIMENTO IMOBILIÁRIO EUROPAR,EURO11,True,2023-03-01,2489.0,124809622.16,0.005752,0.005598,2023-03-01,2023-04-27,223.78,296.0,2023-04-01
92,17098794000170,CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO,CXRI11,True,2023-03-01,2406.0,124147541.53,0.007005,-0.00753,2023-03-01,2023-04-27,62.51,12.0,2023-04-01
163,30579348000146,MAC FUNDO DE INVESTIMENTO IMOBILIÁRIO,DMAC11,True,2021-11-01,2352.0,778257.9,0.0,-0.048022,2021-11-01,2023-04-19,13.0,0.0,2023-04-01
413,42888583000189,FII MANATÍ,MANA11,True,2023-03-31,2343.0,189138252.65,0.0011,0.00296686,2023-03-01,2023-04-27,9.4,6700.0,2023-04-01
280,35689733000160,RB CAPITAL RECEBÍVEIS IMOBILIÁRIOS FII,RRCI11,True,2023-03-01,2329.0,44086151.25,0.010992,0.016842,2023-03-01,2023-04-27,79.08,578.0,2023-04-01
65,17025970000144,FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,NVHO11,True,2023-03-01,2220.0,579646874.18,0.006097,0.006377,2023-03-01,2023-04-27,12.54,253.0,2023-04-01
117,13966653000171,FII CYRELA THERA CORPORATE,THRA11,True,2021-07-01,2084.0,14050683.35,0.0,-0.069904,2021-07-01,2023-04-19,138.5,0.0,2023-04-01
426,43010543000100,SPX SYN MULTI FII,SPXS11,True,2023-03-31,2038.0,117811967.95,0.010683,0.014149,2023-03-01,2023-04-27,81.09,7279.0,2023-04-01
317,35652252000180,NAVI TOTAL RE FII,NAVT11,True,2023-03-31,1946.0,89897485.49,0.011753,-0.002354,2023-03-01,2023-04-27,73.0,1496.0,2023-04-01
188,24070076000151,EVEN PERMUTA KINEA FII – FUNDO DE INVESTIMENTO IMOBILIÁRIO,KINP11,True,2023-03-01,1932.0,26408606.84,0.0,-0.001424,2023-03-01,2023-04-27,9.82,0.0,2023-04-01
257,35652154000142,FII GALAPAGOS FOF,GCFF11,True,2023-03-31,1877.0,25877625.78,0.008069,-0.022419,2023-03-01,2023-04-27,66.2,1797.0,2023-04-01
152,23120027000113,BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO,RDPD11,True,2023-03-31,1831.0,27775234.59,0.065385,-0.011181,2023-03-01,2023-04-27,23.5,22520.0,2023-04-01
40,09326861000139,SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO,WPLZ11,True,2023-03-01,1806.0,89478595.79,0.005132,0.004778,2023-03-01,2023-04-27,61.21,49.0,2023-04-01
17,13551286000145,CENESP FII,CNES11,True,2023-03-31,1804.0,263316910.93,0.000879,0.00073,2023-03-01,2023-04-27,26.6,31.0,2023-04-01
263,34081631000102,FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI,HOSI11,True,2023-03-31,1742.0,53375817.11,0.00420219,0.00710894,2023-03-01,2023-04-27,57.99,178.0,2023-04-01
936,42737077000199,ITAÚ TEMPUS FUNDO DE INVESTIMENTO IMOBILIÁRIO,TMPS20,True,2023-03-01,1640.0,107104704.28,0.010603,0.003723,2023-03-01,,,,
184,31887401000139,CX RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO II,CRFF11,True,2023-03-01,1638.0,55616372.74,0.00753,0.00246,2023-03-01,2023-04-27,64.5,228.0,2023-04-01
837,42463823000101,XP EXETER II DESENVOLVIMENTO LOGISTICO FII,,,2023-03-01,1624.0,95938007.46,0.0,0.001964,2023-03-01,,,,
63,14793782000178,NEWPORT RENDA URBANA FII,NEWU11,True,2023-03-01,1584.0,51068854.58,0.002033,0.001616,2023-03-01,2023-04-27,70.89,22.0,2023-04-01
289,33046142000149,BTGP SHOPPINGS FII,BPML11,True,2023-03-31,1574.0,530055773.93,0.006482,-0.001405,2023-03-01,2023-04-27,56.43,4223.0,2023-04-01
424,41272747000186,PLURAL BRB CRÉDITO AGRO – FIAGRO – IMOBILIÁRIO,PLCA11,True,2023-03-31,1524.0,53023094.66,0.011781,0.013097,2023-03-01,2023-04-27,84.0,359.0,2023-04-01
369,42273325000198,KILIMA VOLKANO RECEBIVEIS IMOBILIARIOS FII,KIVO11,True,2023-03-01,1518.0,117351629.36,0.012959,0.014196,2023-03-01,2023-04-27,80.26,10487.0,2023-04-01
400,32527552000149,VIC DESENVOLVIMENTO 20/21 FII,VIDS11,True,2023-03-31,1493.0,73818304.4,0.0,0.0,2023-03-01,,,,
314,32400264000129,QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO,QAMI11,True,2023-03-31,1446.0,74343471.73,0.009241,0.017733,2023-03-01,2023-04-27,74.0,23.0,2023-04-01
103,14376247000111,BM BRASCAN LAJES FII,BMLC11,True,2023-03-31,1432.0,113120879.74,0.007858,0.006528,2023-03-01,2023-04-27,102.79,1.0,2023-04-01
411,31161410000148,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FII,RBIR11,True,2023-03-01,1429.0,143718699.72,0.004862,-0.001409,2023-03-01,2023-04-27,68.51,17.0,2023-04-01
212,33045581000137,V2 PROPERTIES FII,VVPR11,True,2022-08-31,1372.0,226032234.18,0.009075,0.008083,2022-08-01,2023-04-19,101.5,0.0,2023-04-01
177,18308516000163,XP HOTÉIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,VREH11,True,2023-03-31,1327.0,374616045.03,0.0,0.0,2023-03-01,,,,
201,16929519000199,HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO,HRDF11,True,2023-03-01,1254.0,8588308.07,0.0,-0.004575,2023-03-01,2023-04-27,0.89,3951.0,2023-04-01
285,36517660000191,RIO BRAVO RENDA RESIDENCIAL FII,RBRS11,True,2023-03-01,1227.0,163354593.82,0.004252,0.005504,2023-03-01,2023-04-27,50.99,348.0,2023-04-01
71,10347985000180,CIDADE JARDIM CONTINENTAL TOWER FII,BBVJ11,True,2023-03-01,1189.0,205750284.32,0.0,-0.001294,2023-03-01,2023-04-19,62.99,0.0,2023-04-01
240,30567216000102,FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I,FATN11,True,2023-03-01,1187.0,120592346.72,0.008372,0.009309,2023-03-01,2023-04-27,93.7,312.0,2023-04-01
95,17374696000119,REAG MULTI ATIVOS IMOBILIÁRIOS - FII,DOMC11,True,2023-03-01,1185.0,244760897.87,0.0,0.002414,2023-03-01,2023-04-27,439.0,0.0,2023-04-01
232,30871698000181,FII MULTI RENDA URBANA,HBRH11,True,2023-03-01,1170.0,311169178.84,0.005483,0.005314,2023-03-01,2023-04-27,92.9,177.0,2023-04-01
